Compression Tights - Black,"  Our Charge Tights are crafted using a combination of soft-touch fabrics to provide a next-to-skin feel. The mesh side panels offer complete breathability and flat-lock seams deliver anti-chaffing every time.Designed to hold muscle in place to improve blood flow while maintaining high stretch, our compression tights are the perfect base layer for even the most intense training.Charge is our must-have training innovation, bringing you a soft-touch next-to-skin feel combined with performance-enhancing compression fit ; for when it time to really raise your game.Fabric: 93% Polyester 7% Elastane;;;;"
Curve Seamless Leggings - Black,"  Engineered to define, our Seamless Leggings are constructed with a unique knit technology where sweat-wicking meets style.nThe cutting-edge design delivers a tight, comfortable fit, complete with shaping textured panels, two-tone detailing, and elasticated waistband ; created to combat any workout.nSay hello to Seamless ; your lightweight second skin. Constructed for performance using super-soft yarns, its unique knitted contouring delivers the ultimate in shape enhancement.nModel is size 5'10   wears size SnFabric: 57% Nylon 40% Polyester 3% Elastanenn;n;n;"
Curve Seamless Leggings - Grey,"  Engineered to define, our Seamless Leggings are constructed with a unique knit technology where sweat-wicking meets style.nThe cutting-edge design delivers a tight, comfortable fit, complete with shaping textured panels, two-tone detailing, and elasticated waistband ; created to combat any workout.nSay hello to Seamless ; your lightweight second skin. Constructed for performance using super-soft yarns, its unique knitted contouring delivers the ultimate in shape enhancement.nModel is size 5'10   wears size SnFabric: 57% Nylon 40% Polyester 3% Elastanenn;n;n;"
Curve Seamless Leggings - Navy,"  Engineered to define, our Seamless Leggings are constructed with a unique knit technology where sweat-wicking meets style.nThe cutting-edge design delivers a tight, comfortable fit, complete with shaping textured panels, two-tone detailing, and elasticated waistband ; created to combat any workout.nSay hello to Seamless ; your lightweight second skin. Constructed for performance using super-soft yarns, its unique knitted contouring delivers the ultimate in shape enhancement.nModel is size 5'10   wears size SnFabric: 57% Nylon 40% Polyester 3% Elastanenn;n;n;"
Performance Long Sleeve Top - Black,"  Designed to drive your workout, our Performance Long-Sleeve Top is crafted from lightweight stretch material to deliver maximum range of movement with breathable comfort.Featuring a ribbed crew neckline, raglan sleeves, marl dye, and finished with statement branding ; bring style to any activity.Push for progress in Performance. Our best-selling lightweight training collection is created with soft-touch fabric to keep you cool throughout every rep, set and circuit.Fabric: 81% polyester 14% viscose 5% elastaneModel is 5'10 and wears size M;;;;"
Performance Long Sleeve Top - Grey,"  Designed to drive your workout, our Performance Long-Sleeve Top is crafted from lightweight stretch material to deliver maximum range of movement with breathable comfort.Featuring a ribbed crew neckline, raglan sleeves, marl dye, and finished with statement branding ; bring style to any activity.Push for progress in Performance. Our best-selling lightweight training collection is created with soft-touch fabric to keep you cool throughout every rep, set and circuit.Fabric: 81% polyester 14% viscose 5% elastaneModel is 5'10 and wears size M;;;;"
Performance Short Sleeve Top - Black,"  Designed to drive your workout, our Performance Short-Sleeve Top is crafted from lightweight stretch material to deliver maximum range of movement with breathable comfort.Featuring a ribbed crew neckline, raglan sleeves, marl dye, and finished with statement branding ; bring style to any activity.Push for progress in Performance. Our best-selling lightweight training collection is created with soft-touch fabric to keep you cool throughout every rep, set and circuit.Fabric: 81% polyester 14% viscose 5% elastaneModel is 6'2 and wears size M;;;;"
Performance Short Sleeve Top - Grey,"  Designed to drive your workout, our Performance Short-Sleeve Top is crafted from lightweight stretch material to deliver maximum range of movement with breathable comfort.Featuring a ribbed crew neckline, raglan sleeves, marl dye, and finished with statement branding ; bring style to any activity.Push for progress in Performance. Our best-selling lightweight training collection is created with soft-touch fabric to keep you cool throughout every rep, set and circuit.Fabric: 81% polyester 14% viscose 5% elastaneModel is 6'2 and wears size M;;;;"
Performance Zip Top - Black,"  Designed to drive your workout, our Performance Zip-Top is crafted from lightweight stretch material to deliver maximum range of movement with breathable comfort.Featuring adjustable drawstring ties, a hood for extra warmth, and finished with statement branding ; bring style to any activity.Push for progress in Performance. Our best-selling lightweight training collection is created with soft-touch fabric to keep you cool throughout every rep, set and circuit.Fabric: 81% polyester 14% viscose 5% elastaneModel is 6'2 and wears size M;;;;"
Performance Zip Top - Burgandy Marl,"  Designed to drive your workout, our Performance Zip-Top is crafted from lightweight stretch material to deliver maximum range of movement with breathable comfort.Featuring adjustable drawstring ties, a hood for extra warmth, and finished with statement branding ; bring style to any activity.Push for progress in Performance. Our best-selling lightweight training collection is created with soft-touch fabric to keep you cool throughout every rep, set and circuit.Fabric: 81% polyester 14% viscose 5% elastaneModel is 6'2 and wears size M;;;;"
Sculpt Seamless T-Shirt - Black,"  Engineered to define, our;Sculpt;Seamless;T-Shirt;is constructed with unique knit technology to blend sweat-wicking with sleek style.nDesigned to give a tight, comfortable fit, it comes complete with textured panels, high-stretch, breathable fabric and is finished with space dye ; created to combat any workout.nSay hello to Seamless ; your lightweight second skin. Constructed for performance using super-soft yarns, its ready to offer the ultimate shape enhancement, and move exactly as you do.nModel is 5'10 and wears size MnFabric: 61% nylon 39% polyester;n;n;"
Shape Seamless Crop Top - Black,"  Engineered to define, our Shape Seamless Crop Top is constructed with unique knit technology to blend sweat-wicking with sleek style.nFeaturing contrasting shaped panels, raglan sleeves and rib cuffs, it created to combat any workout.;nSay hello to Seamless ; your lightweight second-skin. Constructed for performance using super-soft yarns, its ready to offer the ultimate shape enhancement, and move exactly as you do.nModel is 5'10   and wears size SnFabric: 54% nylon 36% polyester 10% elastane;n;n;n;"
Carb Crusher Selection Box,"  Carb Crusher bars are the ultimate high-protein snack  ; with their triple layers and topped with crunchy crispies  ; they're a super-nutritious treat for sweet-tooth snackers everywhere.nSo, indulge in a world of bittersweet Dark Chocolate Sea Salt, fruity Strawberry Cheesecake, and smooth Caramel Nut with our Carb Crusher Selection Box  ; you're guaranteed to find your favourite.nWhat inside?n1x Dark Chocolate Sea Saltn1x Strawberry Cheesecaken1x Caramel Nut"
